REF_AREA,TIME_PERIOD,Exposure
CMR,2005,0.0
CMR,2006,0.0
CMR,2007,0.0
CMR,2008,0.0
CMR,2009,0.0
CMR,2010,0.0
CMR,2011,0.0
CMR,2012,0.0
CMR,2013,0.0
CMR,2014,6.0812593779268775
CMR,2015,6.0812593779268775
CMR,2016,6.0812593779268775
CMR,2017,6.0812593779268775
CMR,2018,6.0812593779268775
CMR,2019,6.0812593779268775
CMR,2020,6.0812593779268775
CMR,2021,6.0812593779268775
CMR,2022,6.0812593779268775
CMR,2023,6.0812593779268775
CMR,2024,6.0812593779268775
COD,2005,0.0
COD,2006,0.0
COD,2007,0.0
COD,2008,0.0
COD,2009,0.0
COD,2010,0.0
COD,2011,0.0
COD,2012,0.0
COD,2013,0.0
COD,2014,0.0
COD,2015,0.0
COD,2016,0.0
COD,2017,0.0
COD,2018,0.0
COD,2019,0.0
COD,2020,0.0
COD,2021,0.0
COD,2022,0.0
COD,2023,0.0
COD,2024,0.0
COG,2005,0.0
COG,2006,0.0
COG,2007,0.0
COG,2008,0.0
COG,2009,0.0
COG,2010,0.0
COG,2011,0.0
COG,2012,0.0
COG,2013,0.0
COG,2014,0.0
COG,2015,0.0
COG,2016,0.0
COG,2017,0.0
COG,2018,0.0
COG,2019,0.0
COG,2020,0.0
COG,2021,0.0
COG,2022,0.0
COG,2023,0.0
COG,2024,0.0
COL,2005,0.13613930339570252
COL,2006,0.13613930339570252
COL,2007,0.13613930339570252
COL,2008,0.13613930339570252
COL,2009,0.3403544252763056
COL,2010,0.3403544252763056
COL,2011,0.6212801081887155
COL,2012,6.20365934602508
COL,2013,9.547173116721481
COL,2014,9.547173116721481
COL,2015,9.547173116721481
COL,2016,9.774198609026765
COL,2017,9.774198609026765
COL,2018,9.774198609026765
COL,2019,9.774198609026765
COL,2020,9.795888483472114
COL,2021,9.795888483472114
COL,2022,9.795888483472114
COL,2023,9.795888483472114
COL,2024,9.795888483472114
COM,2005,0.0
COM,2006,0.0
COM,2007,0.0
COM,2008,0.0
COM,2009,0.0
COM,2010,0.0
COM,2011,0.0
COM,2012,4.065303085073344
COM,2013,4.065303085073344
COM,2014,4.065303085073344
COM,2015,4.065303085073344
COM,2016,4.065303085073344
COM,2017,4.065303085073344
COM,2018,4.065303085073344
COM,2019,4.065303085073344
COM,2020,4.065303085073344
COM,2021,4.065303085073344
COM,2022,4.065303085073344
COM,2023,4.065303085073344
COM,2024,4.065303085073344
CPV,2005,0.0
CPV,2006,0.0
CPV,2007,0.0
CPV,2008,0.0
CPV,2009,0.0
CPV,2010,0.0
CPV,2011,0.0
CPV,2012,0.0
CPV,2013,0.0
CPV,2014,0.0
CPV,2015,0.0
CPV,2016,0.0
CPV,2017,0.0
CPV,2018,0.0
CPV,2019,0.0
CPV,2020,0.0
CPV,2021,0.0
CPV,2022,0.0
CPV,2023,0.0
CPV,2024,0.0
CRI,2005,0.2727379557323559
CRI,2006,0.28657942630561595
CRI,2007,0.28657942630561595
CRI,2008,0.28657942630561595
CRI,2009,0.28657942630561595
CRI,2010,0.28657942630561595
CRI,2011,0.33042663665940714
CRI,2012,0.33042663665940714
CRI,2013,1.4715379204732746
CRI,2014,1.4715379204732746
CRI,2015,1.4715379204732746
CRI,2016,1.5210836000950396
CRI,2017,1.5210836000950396
CRI,2018,1.5210836000950396
CRI,2019,1.521522628962996
CRI,2020,1.521522628962996
CRI,2021,1.521522628962996
CRI,2022,1.521522628962996
CRI,2023,1.521522628962996
CRI,2024,1.521522628962996
CUB,2005,0.0
CUB,2006,0.0
CUB,2007,0.0
CUB,2008,0.0
CUB,2009,0.0
CUB,2010,0.0
CUB,2011,0.0
CUB,2012,0.0
CUB,2013,0.0
CUB,2014,0.0
CUB,2015,0.0
CUB,2016,0.0
CUB,2017,0.0
CUB,2018,0.0
CUB,2019,0.0
CUB,2020,0.0
CUB,2021,0.0
CUB,2022,0.0
CUB,2023,0.0
CUB,2024,0.0
CYM,2005,0.0
CYM,2006,0.0
CYM,2007,0.0
CYM,2008,0.0
CYM,2009,0.0
CYM,2010,0.0
CYM,2011,0.0
CYM,2012,0.0
CYM,2013,0.0
CYM,2014,0.0
CYM,2015,0.0
CYM,2016,0.0
CYM,2017,0.0
CYM,2018,0.0
CYM,2019,0.0
CYM,2020,0.0
CYM,2021,0.0
CYM,2022,0.0
CYM,2023,0.0
CYM,2024,0.0
CYP,2005,0.0621430295076275
CYP,2006,0.1286933191631922
CYP,2007,0.1286933191631922
CYP,2008,0.13075343165562633
CYP,2009,0.13075343165562633
CYP,2010,0.13075343165562633
CYP,2011,0.17258102039818463
CYP,2012,0.17268141921806177
CYP,2013,0.19871512233112837
CYP,2014,0.20106488854765836
CYP,2015,0.20106488854765836
CYP,2016,0.21568369169988433
CYP,2017,0.32401392956394104
CYP,2018,0.3260856548047616
CYP,2019,0.7795577029686928
CYP,2020,0.7795577029686928
CYP,2021,0.7795577029686928
CYP,2022,0.7795577029686928
CYP,2023,0.7795577029686928
CYP,2024,0.7795577029686928
CZE,2005,0.03739060191678238
CZE,2006,0.04329435872516458
CZE,2007,0.04329435872516458
CZE,2008,0.052981401144851344
CZE,2009,0.052981401144851344
CZE,2010,0.052981401144851344
CZE,2011,0.09677640337311283
CZE,2012,0.09678203797868286
CZE,2013,0.13027629456307646
CZE,2014,0.13572341154016848
CZE,2015,0.13572341154016848
CZE,2016,0.14792299596148725
CZE,2017,0.3092048573820685
CZE,2018,0.31055530976010304
CZE,2019,0.3742168947857063
CZE,2020,0.3742168947857063
CZE,2021,0.3742168947857063
CZE,2022,0.3742168947857063
CZE,2023,0.3742168947857063
CZE,2024,0.3742168947857063
DEU,2005,0.08536759656263708
DEU,2006,0.09377890677496345
DEU,2007,0.09377890677496345
DEU,2008,0.10780762222463629
DEU,2009,0.10780762222463629
DEU,2010,0.10780762222463629
DEU,2011,0.18505777884456154
DEU,2012,0.18507153387283706
DEU,2013,0.20446492229554303
DEU,2014,0.20853069040257707
DEU,2015,0.20853069040257707
DEU,2016,0.21705394309465595
DEU,2017,0.3309276161720486
DEU,2018,0.3318947902223942
DEU,2019,0.7830143399043634
DEU,2020,0.7830143399043634
DEU,2021,0.7830143399043634
DEU,2022,0.7830143399043634
DEU,2023,0.7830143399043634
DEU,2024,0.7830143399043634
DJI,2005,0.0
DJI,2006,0.0
DJI,2007,0.0
DJI,2008,0.0
DJI,2009,0.0
DJI,2010,0.0
DJI,2011,0.0
DJI,2012,0.0
DJI,2013,0.0
DJI,2014,0.0
DJI,2015,0.0
DJI,2016,0.0
DJI,2017,0.0
DJI,2018,0.0
DJI,2019,0.0
DJI,2020,0.0
DJI,2021,0.0
DJI,2022,0.0
DJI,2023,0.0
DJI,2024,0.0
DMA,2005,0.0
DMA,2006,0.0
DMA,2007,0.0
DMA,2008,0.0
DMA,2009,0.0
DMA,2010,0.0
DMA,2011,0.0
DMA,2012,0.0
DMA,2013,0.0
DMA,2014,0.0
DMA,2015,0.0
DMA,2016,0.0
DMA,2017,0.0
DMA,2018,0.0
DMA,2019,0.0
DMA,2020,0.0
DMA,2021,0.0
DMA,2022,0.0
DMA,2023,0.0
DMA,2024,0.0
DNK,2005,0.05683499213240246
DNK,2006,0.06682758621710964
DNK,2007,0.06682758621710964
DNK,2008,0.06914251704245111
DNK,2009,0.06914251704245111
DNK,2010,0.06914251704245111
DNK,2011,0.24370717531032565
DNK,2012,0.24371085783675472
DNK,2013,0.26894303147929405
DNK,2014,0.272036087915027
DNK,2015,0.272036087915027
DNK,2016,0.28498581418599567
DNK,2017,0.38125564842338433
DNK,2018,0.38165428344339325
DNK,2019,0.6678878622765946
DNK,2020,0.6678878622765946
DNK,2021,0.6678878622765946
DNK,2022,0.6678878622765946
DNK,2023,0.6678878622765946
DNK,2024,0.6678878622765946
DOM,2005,0.0
DOM,2006,0.0
DOM,2007,0.0
DOM,2008,0.0
DOM,2009,0.0
DOM,2010,0.0
DOM,2011,0.0
DOM,2012,0.0
DOM,2013,0.0
DOM,2014,0.0
DOM,2015,0.0
DOM,2016,0.0
DOM,2017,0.0
